LocationID,Easting,Northing
CUVA_InvPla_493,451241.772,4563084.682
CUVA_InvPla_494,451445.977,4563384.728
CUVA_InvPla_495,451743.407,4563653.491
CUVA_InvPla_496,452026.270,4563924.379
CUVA_InvPla_497,452309.903,4564065.885
CUVA_InvPla_498,452653.420,4564489.867
CUVA_InvPla_499,452879.884,4564785.153
CUVA_InvPla_5,447506.989,4582502.039
CUVA_InvPla_50,449680.687,4579207.439
CUVA_InvPla_500,453155.142,4565034.345
CUVA_InvPla_501,454336.692,4566253.811
CUVA_InvPla_502,454571.834,4566481.918
CUVA_InvPla_503,454853.784,4566765.113
CUVA_InvPla_504,455137.520,4567047.262
CUVA_InvPla_505,455438.853,4567249.451
CUVA_InvPla_506,455701.201,4567655.323
CUVA_InvPla_507,455973.805,4567873.020
CUVA_InvPla_508,449278.116,4560540.860
CUVA_InvPla_509,449491.498,4560824.048
CUVA_InvPla_51,451219.974,4580623.508
CUVA_InvPla_510,449763.508,4561107.906
CUVA_InvPla_511,450046.351,4561390.749
CUVA_InvPla_512,450329.193,4561673.592
CUVA_InvPla_513,450612.036,4561956.435
CUVA_InvPla_514,450894.356,4562242.434
CUVA_InvPla_515,451162.377,4562505.050
CUVA_InvPla_516,451412.314,4562847.986
CUVA_InvPla_517,451754.465,4563079.836
CUVA_InvPla_518,452024.962,4563370.645
CUVA_InvPla_519,452308.198,4563672.823
CUVA_InvPla_52,451419.658,4580877.248
CUVA_InvPla_520,452592.609,4563929.393
CUVA_InvPla_521,452874.999,4564219.176
CUVA_InvPla_522,453146.725,4564504.017
CUVA_InvPla_523,453440.463,4564784.862
CUVA_InvPla_524,453671.457,4565091.317
CUVA_InvPla_525,454035.274,4565341.823
CUVA_InvPla_526,454592.341,4565921.703
CUVA_InvPla_527,454853.284,4566198.479
CUVA_InvPla_528,455119.541,4566542.669
CUVA_InvPla_529,455420.362,4566764.761
CUVA_InvPla_53,449226.773,4578029.021
CUVA_InvPla_530,455699.856,4567047.691
CUVA_InvPla_531,455989.609,4567280.692
CUVA_InvPla_532,456183.619,4567639.404
CUVA_InvPla_533,456487.408,4567014.595
CUVA_InvPla_534,456257.648,4566753.443
CUVA_InvPla_535,456560.162,4566480.441
CUVA_InvPla_536,456839.926,4566188.642
CUVA_InvPla_537,457062.487,4565875.372
CUVA_InvPla_538,457614.377,4565271.744
CUVA_InvPla_539,457909.472,4565004.833
CUVA_InvPla_54,449590.255,4578412.567
CUVA_InvPla_540,458206.575,4564732.285
CUVA_InvPla_541,458482.877,4564467.625
CUVA_InvPla_542,458698.642,4564266.863
CUVA_InvPla_543,455986.048,4566481.918
CUVA_InvPla_544,456268.704,4566224.184
CUVA_InvPla_545,456521.501,4565910.144
CUVA_InvPla_546,456834.918,4565626.842
CUVA_InvPla_547,457117.418,4565350.547
CUVA_InvPla_548,457400.261,4565067.704
CUVA_InvPla_549,457686.699,4564797.367
CUVA_InvPla_55,449763.440,4578644.152
CUVA_InvPla_550,457965.947,4564502.019
CUVA_InvPla_551,458232.125,4564250.014
CUVA_InvPla_552,455707.471,4566207.353
CUVA_InvPla_553,455985.756,4565916.099
CUVA_InvPla_554,456268.891,4565633.390
CUVA_InvPla_555,456551.733,4565350.547
CUVA_InvPla_556,456834.576,4565067.704
CUVA_InvPla_557,457117.418,4564784.862
CUVA_InvPla_558,457400.247,4564482.185
CUVA_InvPla_559,457683.104,4564219.176
CUVA_InvPla_56,449863.065,4578872.487
CUVA_InvPla_560,457965.947,4563936.334
CUVA_InvPla_561,458182.979,4563655.024
CUVA_InvPla_562,455373.828,4565912.778
CUVA_InvPla_563,455704.488,4565630.959
CUVA_InvPla_564,455992.066,4565363.555
CUVA_InvPla_565,456296.124,4565117.683
CUVA_InvPla_566,456600.536,4564811.336
CUVA_InvPla_567,456834.206,4564499.878
CUVA_InvPla_568,457117.418,4564219.177
CUVA_InvPla_569,457411.840,4563939.025
CUVA_InvPla_57,451495.250,4580434.629
CUVA_InvPla_570,457683.104,4563653.491
CUVA_InvPla_571,457965.567,4563430.331
CUVA_InvPla_572,455132.636,4565638.622
CUVA_InvPla_573,455412.912,4565360.939
CUVA_InvPla_574,455666.151,4565083.387
CUVA_InvPla_575,456020.651,4564720.430
CUVA_InvPla_576,456303.718,4564508.983
CUVA_InvPla_577,456558.701,4564221.082
CUVA_InvPla_578,456832.164,4563926.713
CUVA_InvPla_579,457086.610,4563647.571
CUVA_InvPla_58,451707.823,4580597.363
CUVA_InvPla_580,457411.996,4563391.923
CUVA_InvPla_581,457667.932,4563031.202
CUVA_InvPla_582,457850.244,4562805.628
CUVA_InvPla_583,454850.995,4565344.265
CUVA_InvPla_584,455149.339,4565110.212
CUVA_InvPla_585,455443.586,4564816.833
CUVA_InvPla_586,455637.404,4564619.991
CUVA_InvPla_587,455983.039,4564115.576
CUVA_InvPla_588,456270.646,4563925.034
CUVA_InvPla_589,456551.733,4563653.491
CUVA_InvPla_59,452034.479,4580906.482
CUVA_InvPla_590,456834.622,4563376.247
CUVA_InvPla_591,457108.293,4563085.824
CUVA_InvPla_592,457377.348,4562789.028
CUVA_InvPla_593,457633.758,4562559.869
CUVA_InvPla_594,454568.152,4565155.035
CUVA_InvPla_595,455791.772,4563923.889
CUVA_InvPla_596,456033.619,4563673.112
CUVA_InvPla_597,456272.487,4563370.920
CUVA_InvPla_598,456541.573,4563081.209
CUVA_InvPla_599,456834.576,4562804.963
CUVA_InvPla_6,447287.275,4581818.588
CUVA_InvPla_60,452374.667,4581125.657
CUVA_InvPla_600,457117.418,4562522.120
CUVA_InvPla_601,457399.990,4562239.278
CUVA_InvPla_602,457574.635,4561961.976
CUVA_InvPla_603,454157.919,4564747.410
CUVA_InvPla_604,454718.711,4564445.994
CUVA_InvPla_605,454868.108,4564210.718
CUVA_InvPla_606,455108.145,4563917.716
CUVA_InvPla_607,455373.590,4563664.205
CUVA_InvPla_608,455679.840,4563311.657
CUVA_InvPla_609,456024.275,4563108.383
CUVA_InvPla_61,452622.312,4581447.638
CUVA_InvPla_610,456280.442,4562800.675
CUVA_InvPla_611,456551.733,4562522.120
CUVA_InvPla_612,456831.647,4562239.844
CUVA_InvPla_613,457181.911,4561992.381
CUVA_InvPla_614,457402.106,4561674.689
CUVA_InvPla_615,457574.515,4561491.229
CUVA_InvPla_616,454003.025,4564500.509
CUVA_InvPla_617,454200.700,4564181.217
CUVA_InvPla_618,454571.819,4563909.749
CUVA_InvPla_619,454854.677,4563653.491
CUVA_InvPla_62,452827.410,4581686.259
CUVA_InvPla_620,455137.520,4563370.648
CUVA_InvPla_621,455419.270,4563087.274
CUVA_InvPla_622,455666.066,4562773.426
CUVA_InvPla_623,455986.072,4562521.364
CUVA_InvPla_624,456268.891,4562239.277
CUVA_InvPla_625,456550.930,4561959.535
CUVA_InvPla_626,456869.938,4561752.498
CUVA_InvPla_627,457138.301,4561499.948
CUVA_InvPla_628,453723.306,4564219.176
CUVA_InvPla_629,454005.942,4563947.258
CUVA_InvPla_63,449772.848,4578077.756
CUVA_InvPla_630,454288.998,4563653.491
CUVA_InvPla_631,454571.834,4563370.648
CUVA_InvPla_632,454854.677,4563087.805
CUVA_InvPla_633,455137.520,4562804.963
CUVA_InvPla_634,455414.797,4562516.833
CUVA_InvPla_635,455702.991,4562239.457
CUVA_InvPla_636,455986.238,4561963.587
CUVA_InvPla_637,456284.213,4561689.203
CUVA_InvPla_638,456449.583,4561462.295
CUVA_InvPla_639,453440.463,4563936.334
CUVA_InvPla_64,450009.035,4578347.846
CUVA_InvPla_640,453717.890,4563653.670
CUVA_InvPla_641,454012.708,4563357.992
CUVA_InvPla_642,454288.991,4563087.805
CUVA_InvPla_643,454572.640,4562808.114
CUVA_InvPla_644,454854.677,4562522.120
CUVA_InvPla_645,455137.520,4562239.277
CUVA_InvPla_646,455420.362,4561956.435
CUVA_InvPla_647,455701.127,4561673.576
CUVA_InvPla_648,455938.700,4561454.211
CUVA_InvPla_649,453156.653,4563648.860
CUVA_InvPla_65,451787.616,4580129.597
CUVA_InvPla_650,453440.463,4563370.648
CUVA_InvPla_651,453725.356,4563094.061
CUVA_InvPla_652,454006.149,4562804.963
CUVA_InvPla_653,454263.715,4562521.268
CUVA_InvPla_654,454574.414,4562240.760
CUVA_InvPla_655,454854.677,4561956.435
CUVA_InvPla_656,455137.520,4561673.592
CUVA_InvPla_657,455419.751,4561394.479
CUVA_InvPla_658,455693.188,4561108.550
CUVA_InvPla_659,455823.784,4560897.877
CUVA_InvPla_66,452024.541,4580339.105
CUVA_InvPla_660,452876.252,4563369.581
CUVA_InvPla_661,453157.621,4563087.805
CUVA_InvPla_662,453442.670,4562816.562
CUVA_InvPla_663,453739.203,4562523.128
CUVA_InvPla_664,454006.149,4562239.277
CUVA_InvPla_665,454288.991,4561956.435
CUVA_InvPla_666,454571.834,4561673.592
CUVA_InvPla_667,454854.677,4561390.749
CUVA_InvPla_668,455136.285,4561110.591
CUVA_InvPla_669,455426.032,4560931.829
CUVA_InvPla_67,452326.355,4580623.167
CUVA_InvPla_670,452591.935,4563087.805
CUVA_InvPla_671,452874.778,4562804.963
CUVA_InvPla_672,453160.347,4562546.643
CUVA_InvPla_673,453422.060,4562215.392
CUVA_InvPla_674,453723.306,4561956.435
CUVA_InvPla_675,454010.553,4561691.679
CUVA_InvPla_676,454289.641,4561390.736
CUVA_InvPla_677,454571.835,4561107.913
CUVA_InvPla_678,454844.164,4560825.574
CUVA_InvPla_679,454976.858,4560567.901
CUVA_InvPla_68,452591.935,4580906.896
CUVA_InvPla_680,452309.092,4562804.963
CUVA_InvPla_681,452570.091,4562562.011
CUVA_InvPla_682,452875.129,4562230.804
CUVA_InvPla_683,453185.960,4561938.735
CUVA_InvPla_684,453437.982,4561674.791
CUVA_InvPla_685,453700.740,4561375.749
CUVA_InvPla_686,453984.200,4561127.170
CUVA_InvPla_687,454574.856,4560538.090
CUVA_InvPla_688,454731.142,4560337.093
CUVA_InvPla_689,452041.713,4562515.141
CUVA_InvPla_69,452874.778,4581189.739
CUVA_InvPla_690,452294.126,4562243.160
CUVA_InvPla_691,452619.526,4561962.102
CUVA_InvPla_692,452877.329,4561647.783
CUVA_InvPla_693,453161.930,4561390.719
CUVA_InvPla_694,453440.463,4561107.906
CUVA_InvPla_695,453723.306,4560825.064
CUVA_InvPla_696,454006.149,4560542.221
CUVA_InvPla_697,454278.128,4560264.970
CUVA_InvPla_698,454432.873,4560038.036
CUVA_InvPla_699,451744.710,4562222.265
CUVA_InvPla_7,447500.766,4582038.267
CUVA_InvPla_70,453776.197,4581991.892
CUVA_InvPla_700,452038.389,4561987.923
CUVA_InvPla_701,452350.705,4561703.523
CUVA_InvPla_702,452557.318,4561522.877
CUVA_InvPla_703,452875.367,4561105.848
CUVA_InvPla_704,453157.621,4560825.064
CUVA_InvPla_705,453440.463,4560542.221
CUVA_InvPla_706,453723.306,4560259.378
CUVA_InvPla_707,454010.765,4559985.916
CUVA_InvPla_708,454288.931,4559693.376
CUVA_InvPla_709,454558.893,4559404.381
CUVA_InvPla_71,449840.794,4577498.541
CUVA_InvPla_710,454822.549,4559155.861
CUVA_InvPla_711,451460.564,4561956.435
CUVA_InvPla_712,452018.680,4561397.042
CUVA_InvPla_713,452616.351,4560826.318
CUVA_InvPla_714,452875.610,4560552.188
CUVA_InvPla_715,453184.900,4560272.371
CUVA_InvPla_716,453440.463,4559976.536
CUVA_InvPla_717,453635.428,4559774.769
CUVA_InvPla_718,454063.323,4559439.913
CUVA_InvPla_719,454361.163,4559180.796
CUVA_InvPla_72,450046.351,4577795.626
CUVA_InvPla_720,451174.021,4561703.810
CUVA_InvPla_721,451473.927,4561285.670
CUVA_InvPla_722,452027.448,4560746.193
CUVA_InvPla_723,452309.123,4560539.341
CUVA_InvPla_724,452581.468,4560259.651
CUVA_InvPla_725,452771.722,4559952.814
CUVA_InvPla_726,453216.329,4559766.310
CUVA_InvPla_727,453384.787,4559334.852
CUVA_InvPla_728,454565.288,4558201.400
CUVA_InvPla_729,454804.998,4558013.190
CUVA_InvPla_73,450320.359,4578043.381
CUVA_InvPla_730,450885.361,4561405.189
CUVA_InvPla_731,451224.782,4561163.847
CUVA_InvPla_732,451457.238,4560817.919
CUVA_InvPla_733,451746.508,4560603.765
CUVA_InvPla_734,452023.853,4560268.837
CUVA_InvPla_735,452309.092,4559976.536
CUVA_InvPla_736,452568.707,4559693.251
CUVA_InvPla_737,452873.451,4559377.100
CUVA_InvPla_738,453157.430,4559131.175
CUVA_InvPla_739,453385.900,4558792.771
CUVA_InvPla_74,452085.166,4579874.802
CUVA_InvPla_740,453655.841,4558485.989
CUVA_InvPla_741,453999.042,4558253.528
CUVA_InvPla_742,454288.991,4557996.624
CUVA_InvPla_743,454554.041,4557711.212
CUVA_InvPla_744,454807.717,4557496.414
CUVA_InvPla_745,450608.041,4561108.469
CUVA_InvPla_746,450901.552,4560816.360
CUVA_InvPla_747,451172.671,4560567.014
CUVA_InvPla_748,451479.002,4560240.801
CUVA_InvPla_749,451720.129,4559996.014
CUVA_InvPla_75,452320.205,4580071.384
CUVA_InvPla_750,452032.810,4559691.271
CUVA_InvPla_751,452309.092,4559410.850
CUVA_InvPla_752,452591.935,4559128.007
CUVA_InvPla_753,452879.537,4558873.072
CUVA_InvPla_754,453159.872,4558567.655
CUVA_InvPla_755,453446.870,4558278.638
CUVA_InvPla_756,453723.306,4557996.636
CUVA_InvPla_757,454006.397,4557726.275
CUVA_InvPla_758,454290.390,4557496.541
CUVA_InvPla_759,450304.141,4560870.768
CUVA_InvPla_76,452591.935,4580341.211
CUVA_InvPla_760,450695.797,4560446.619
CUVA_InvPla_761,450893.490,4560266.250
CUVA_InvPla_762,451268.917,4559961.437
CUVA_InvPla_763,451460.834,4559696.051
CUVA_InvPla_764,451746.982,4559415.425
CUVA_InvPla_765,452026.287,4559128.441
CUVA_InvPla_766,452332.807,4558864.876
CUVA_InvPla_767,452585.442,4558560.871
CUVA_InvPla_768,452839.120,4558279.889
CUVA_InvPla_769,453165.129,4557999.536
CUVA_InvPla_77,452874.778,4580624.054
CUVA_InvPla_770,453440.463,4557713.794
CUVA_InvPla_771,453681.230,4557535.699
CUVA_InvPla_772,449986.319,4560570.704
CUVA_InvPla_773,450667.533,4560015.517
CUVA_InvPla_774,450950.344,4559579.509
CUVA_InvPla_775,451171.842,4559415.615
CUVA_InvPla_776,451496.526,4559157.629
CUVA_InvPla_777,451700.915,4558935.950
CUVA_InvPla_778,452144.050,4558521.186
CUVA_InvPla_779,452310.771,4558279.347
CUVA_InvPla_78,453157.621,4580906.896
CUVA_InvPla_780,452592.226,4558011.504
CUVA_InvPla_781,452874.170,4557707.465
CUVA_InvPla_782,453156.398,4557431.441
CUVA_InvPla_783,449736.554,4560271.603
CUVA_InvPla_784,450293.957,4559640.691
CUVA_InvPla_785,450607.209,4559388.721
CUVA_InvPla_786,450915.711,4559127.946
CUVA_InvPla_787,451161.868,4558833.549
CUVA_InvPla_788,451408.944,4558516.033
CUVA_InvPla_789,451728.683,4558257.190
CUVA_InvPla_79,453440.463,4581189.739
CUVA_InvPla_790,452017.004,4557989.726
CUVA_InvPla_791,452291.866,4557715.608
CUVA_InvPla_792,452601.652,4557430.820
CUVA_InvPla_793,452883.561,4557197.394
CUVA_InvPla_794,450075.127,4559416.952
CUVA_InvPla_795,450309.783,4559119.188
CUVA_InvPla_796,450612.250,4558838.697
CUVA_InvPla_797,450894.879,4558562.322
CUVA_InvPla_798,451195.045,4558264.888
CUVA_InvPla_799,451460.564,4557996.636
CUVA_InvPla_8,447720.372,4582275.691
CUVA_InvPla_80,453723.306,4581472.582
CUVA_InvPla_800,451743.407,4557713.794
CUVA_InvPla_801,452021.964,4557431.794
CUVA_InvPla_802,452298.745,4557191.686
CUVA_InvPla_803,450432.238,4558614.887
CUVA_InvPla_804,450642.395,4558279.608
CUVA_InvPla_805,450894.868,4557996.628
CUVA_InvPla_806,451177.722,4557713.794
CUVA_InvPla_807,451460.564,4557430.951
CUVA_InvPla_808,451743.400,4557148.129
CUVA_InvPla_809,451996.137,4557038.920
CUVA_InvPla_81,454006.831,4581751.450
CUVA_InvPla_810,450052.355,4558115.469
CUVA_InvPla_811,450267.431,4557942.969
CUVA_InvPla_812,450623.916,4557704.847
CUVA_InvPla_813,450893.115,4557479.328
CUVA_InvPla_814,451503.841,4556867.043
CUVA_InvPla_815,451723.055,4556605.302
CUVA_InvPla_816,451937.367,4556436.807
CUVA_InvPla_817,450090.113,4557694.893
CUVA_InvPla_818,450329.193,4557430.951
CUVA_InvPla_819,450579.959,4557148.536
CUVA_InvPla_82,454289.448,4582038.164
CUVA_InvPla_820,451461.639,4556460.056
CUVA_InvPla_821,450074.051,4557148.019
CUVA_InvPla_822,450348.676,4556973.275
CUVA_InvPla_83,454520.933,4582240.885
CUVA_InvPla_84,449534.860,4576724.034
CUVA_InvPla_85,449763.421,4576943.512
CUVA_InvPla_86,450045.911,4577233.778
CUVA_InvPla_87,450328.676,4577512.704
CUVA_InvPla_88,450606.363,4577803.608
CUVA_InvPla_89,450891.591,4578093.178
CUVA_InvPla_9,447257.526,4581109.324
CUVA_InvPla_90,451153.989,4578311.626
CUVA_InvPla_91,452579.991,4579778.944
CUVA_InvPla_92,452839.014,4580151.682
CUVA_InvPla_93,453157.627,4580341.265
CUVA_InvPla_94,453440.463,4580624.054
CUVA_InvPla_95,453713.713,4580905.145
CUVA_InvPla_96,454006.197,4581189.884
CUVA_InvPla_97,454288.913,4581473.419
CUVA_InvPla_98,454571.834,4581755.425
CUVA_InvPla_99,454823.170,4581975.167
EFMO_InvPla_1,647862.912,4774569.075
EFMO_InvPla_10,647810.327,4774225.745
EFMO_InvPla_100,647594.687,4772640.250
EFMO_InvPla_101,647792.835,4772613.386
EFMO_InvPla_102,647990.181,4772587.627
EFMO_InvPla_105,644595.111,4772846.505
EFMO_InvPla_106,644793.281,4772819.500
EFMO_InvPla_107,644991.452,4772792.495
EFMO_InvPla_108,645189.625,4772765.500
EFMO_InvPla_109,645387.813,4772738.500
EFMO_InvPla_11,648008.500,4774198.750
EFMO_InvPla_110,645586.026,4772711.619
EFMO_InvPla_111,645784.157,4772684.750
EFMO_InvPla_112,645982.327,4772657.745
EFMO_InvPla_113,646180.499,4772630.750
EFMO_InvPla_114,646378.647,4772603.886
EFMO_InvPla_115,646576.861,4772577.005
EFMO_InvPla_116,646773.860,4772549.122
EFMO_InvPla_117,646973.396,4772521.418
EFMO_InvPla_118,647171.910,4772496.353
EFMO_InvPla_119,647369.562,4772469.000
EFMO_InvPla_12,648162.361,4774167.198
EFMO_InvPla_120,647567.736,4772442.005
EFMO_InvPla_123,643624.092,4772779.411
EFMO_InvPla_124,643775.437,4772756.000
EFMO_InvPla_125,643973.625,4772729.000
EFMO_InvPla_127,644369.986,4772675.255
EFMO_InvPla_128,644568.139,4772648.245
EFMO_InvPla_129,644766.312,4772621.250
EFMO_InvPla_13,647586.374,4774055.120
EFMO_InvPla_130,644964.387,4772594.472
EFMO_InvPla_131,645163.853,4772570.956
EFMO_InvPla_132,645360.861,4772540.505
EFMO_InvPla_133,645559.015,4772513.495
EFMO_InvPla_134,645757.188,4772486.500
EFMO_InvPla_135,645955.375,4772459.500
EFMO_InvPla_136,646153.562,4772432.500
EFMO_InvPla_137,646351.776,4772405.619
EFMO_InvPla_138,646549.889,4772378.745
EFMO_InvPla_139,646748.062,4772351.750
EFMO_InvPla_14,647783.375,4774027.500
EFMO_InvPla_140,646946.049,4772324.559
EFMO_InvPla_141,647088.661,4772268.669
EFMO_InvPla_146,643611.871,4772583.154
EFMO_InvPla_147,643748.499,4772558.000
EFMO_InvPla_148,643946.673,4772531.005
EFMO_InvPla_149,644144.843,4772504.000
EFMO_InvPla_15,647981.562,4774000.500
EFMO_InvPla_150,644328.631,4772489.166
EFMO_InvPla_151,645208.464,4772367.691
EFMO_InvPla_152,645333.889,4772342.245
EFMO_InvPla_153,645532.022,4772315.386
EFMO_InvPla_154,645730.251,4772288.500
EFMO_InvPla_155,645928.424,4772261.505
EFMO_InvPla_156,646126.594,4772234.500
EFMO_InvPla_157,646324.764,4772207.495
EFMO_InvPla_158,646522.937,4772180.500
EFMO_InvPla_159,646721.125,4772153.500
EFMO_InvPla_16,648144.793,4773982.981
EFMO_InvPla_160,646919.313,4772126.500
EFMO_InvPla_161,647116.152,4772098.457
EFMO_InvPla_162,647314.866,4772057.001
EFMO_InvPla_163,647514.065,4772045.309
EFMO_InvPla_164,647711.238,4772018.090
EFMO_InvPla_165,647876.059,4771960.365
EFMO_InvPla_166,643600.359,4772387.377
EFMO_InvPla_167,643721.548,4772359.755
EFMO_InvPla_168,643919.702,4772332.745
EFMO_InvPla_169,644117.834,4772305.886
EFMO_InvPla_17,647584.642,4773877.463
EFMO_InvPla_170,644292.934,4772278.588
EFMO_InvPla_171,645196.009,4772183.447
EFMO_InvPla_172,645306.319,4772164.344
EFMO_InvPla_173,645508.985,4772149.729
EFMO_InvPla_174,645703.298,4772090.255
EFMO_InvPla_175,645895.917,4772064.708
EFMO_InvPla_176,646356.416,4772028.084
EFMO_InvPla_177,646496.000,4771982.500
EFMO_InvPla_178,646694.173,4771955.505
EFMO_InvPla_179,646892.344,4771928.500
EFMO_InvPla_18,647756.383,4773829.391
EFMO_InvPla_180,647090.514,4771901.495
EFMO_InvPla_181,647288.687,4771874.500
EFMO_InvPla_182,647486.876,4771847.500
EFMO_InvPla_183,647685.049,4771820.505
EFMO_InvPla_184,647883.259,4771793.614
EFMO_InvPla_186,643692.928,4772166.498
EFMO_InvPla_187,643892.414,4772153.296
EFMO_InvPla_188,644091.828,4772140.674
EFMO_InvPla_189,644280.134,4772128.421
EFMO_InvPla_19,647954.593,4773802.500
EFMO_InvPla_190,645682.110,4771893.711
EFMO_InvPla_191,645874.350,4771864.951
EFMO_InvPla_192,646469.753,4771784.762
EFMO_InvPla_193,646667.202,4771757.245
EFMO_InvPla_194,646865.375,4771730.250
EFMO_InvPla_195,647063.522,4771703.386
EFMO_InvPla_196,647261.750,4771676.500
EFMO_InvPla_197,647459.924,4771649.505
EFMO_InvPla_198,647658.077,4771622.495
EFMO_InvPla_199,647856.250,4771595.500
EFMO_InvPla_2,648043.694,4774556.441
EFMO_InvPla_20,648103.661,4773782.715
EFMO_InvPla_201,645658.051,4771688.358
EFMO_InvPla_202,645847.562,4771667.000
EFMO_InvPla_203,645966.719,4771638.231
EFMO_InvPla_204,646456.071,4771587.701
EFMO_InvPla_205,646640.250,4771559.000
EFMO_InvPla_206,646838.438,4771532.000
EFMO_InvPla_207,647036.651,4771505.119
EFMO_InvPla_208,647234.782,4771478.250
EFMO_InvPla_209,647432.952,4771451.245
EFMO_InvPla_21,647560.671,4773643.064
EFMO_InvPla_210,647631.124,4771424.250
EFMO_InvPla_211,647829.272,4771397.386
EFMO_InvPla_212,648011.492,4771366.351
EFMO_InvPla_213,645258.003,4771549.020
EFMO_InvPla_214,645424.250,4771522.500
EFMO_InvPla_215,645622.478,4771495.614
EFMO_InvPla_216,645820.611,4771468.755
EFMO_InvPla_217,645955.448,4771443.302
EFMO_InvPla_218,646446.780,4771391.217
EFMO_InvPla_219,646612.244,4771377.064
EFMO_InvPla_22,647729.492,4773631.109
EFMO_InvPla_220,646811.844,4771366.108
EFMO_InvPla_221,647010.945,4771355.157
EFMO_InvPla_222,647231.207,4771294.968
EFMO_InvPla_223,647406.000,4771253.000
EFMO_InvPla_224,647604.187,4771226.000
EFMO_InvPla_225,647802.401,4771199.119
EFMO_InvPla_226,648000.514,4771172.245
EFMO_InvPla_228,645246.787,4771366.808
EFMO_InvPla_229,645397.763,4771353.816
EFMO_InvPla_23,647927.626,4773604.250
EFMO_InvPla_230,645597.114,4771341.396
EFMO_InvPla_232,647379.063,4771055.000
EFMO_InvPla_233,647577.236,4771028.005
EFMO_InvPla_234,647775.389,4771000.995
EFMO_InvPla_235,647973.562,4770974.000
EFMO_InvPla_237,647232.779,4770885.428
EFMO_InvPla_238,647352.094,4770856.750
EFMO_InvPla_239,647550.264,4770829.745
EFMO_InvPla_24,648088.347,4773575.516
EFMO_InvPla_240,647748.438,4770802.750
EFMO_InvPla_241,647946.585,4770775.886
EFMO_InvPla_243,647325.439,4770658.641
EFMO_InvPla_244,647523.313,4770631.500
EFMO_InvPla_245,647721.501,4770604.500
EFMO_InvPla_246,647919.714,4770577.619
EFMO_InvPla_248,647307.583,4770461.834
EFMO_InvPla_249,647496.361,4770433.505
EFMO_InvPla_25,645719.117,4773658.092
EFMO_InvPla_250,647694.531,4770406.500
EFMO_InvPla_251,647892.702,4770379.495
EFMO_InvPla_252,648058.944,4770354.416
EFMO_InvPla_253,647298.041,4770262.747
EFMO_InvPla_254,647469.389,4770235.245
EFMO_InvPla_255,647667.562,4770208.250
EFMO_InvPla_256,647865.709,4770181.386
EFMO_InvPla_257,648044.700,4770154.331
EFMO_InvPla_258,647289.220,4770063.392
EFMO_InvPla_259,647442.438,4770037.000
EFMO_InvPla_26,645918.310,4773645.219
EFMO_InvPla_260,647640.625,4770010.000
EFMO_InvPla_261,647838.852,4769983.114
EFMO_InvPla_262,648032.066,4769954.227
EFMO_InvPla_263,647280.559,4769865.601
EFMO_InvPla_264,647415.501,4769839.000
EFMO_InvPla_265,647613.569,4769814.181
EFMO_InvPla_266,647811.843,4769785.000
EFMO_InvPla_267,648010.014,4769757.995
EFMO_InvPla_269,647673.858,4769627.894
EFMO_InvPla_27,646117.831,4773632.469
EFMO_InvPla_270,647783.979,4769604.673
EFMO_InvPla_271,647983.517,4769593.876
EFMO_InvPla_3,647501.929,4774476.179
EFMO_InvPla_31,647540.216,4773457.471
EFMO_InvPla_32,647702.500,4773433.000
EFMO_InvPla_33,647900.688,4773406.000
EFMO_InvPla_34,648090.592,4773375.467
EFMO_InvPla_35,645169.172,4773585.059
EFMO_InvPla_36,645297.438,4773558.250
EFMO_InvPla_37,645495.585,4773531.386
EFMO_InvPla_38,645693.813,4773504.500
EFMO_InvPla_39,645891.986,4773477.505
EFMO_InvPla_4,647639.085,4774450.886
EFMO_InvPla_40,646090.139,4773450.495
EFMO_InvPla_41,646288.312,4773423.500
EFMO_InvPla_42,646486.500,4773396.500
EFMO_InvPla_43,646663.273,4773368.744
EFMO_InvPla_44,647485.946,4773252.035
EFMO_InvPla_45,647675.522,4773234.886
EFMO_InvPla_46,647873.735,4773208.005
EFMO_InvPla_47,648071.906,4773181.000
EFMO_InvPla_49,645270.496,4773360.002
EFMO_InvPla_5,647837.298,4774424.005
EFMO_InvPla_50,645468.713,4773333.119
EFMO_InvPla_51,645666.844,4773306.250
EFMO_InvPla_52,645865.014,4773279.245
EFMO_InvPla_53,646063.188,4773252.250
EFMO_InvPla_54,646261.335,4773225.386
EFMO_InvPla_55,646459.562,4773198.500
EFMO_InvPla_56,646653.162,4773169.715
EFMO_InvPla_57,647099.266,4773070.503
EFMO_InvPla_58,647256.123,4773084.488
EFMO_InvPla_59,647450.438,4773063.500
EFMO_InvPla_6,648034.973,4774396.622
EFMO_InvPla_60,647648.651,4773036.619
EFMO_InvPla_61,647846.764,4773009.745
EFMO_InvPla_62,648044.937,4772982.750
EFMO_InvPla_64,644450.433,4773230.128
EFMO_InvPla_65,644648.974,4773217.957
EFMO_InvPla_66,644848.649,4773206.403
EFMO_InvPla_67,645045.392,4773188.899
EFMO_InvPla_68,645243.548,4773162.005
EFMO_InvPla_69,645441.702,4773134.995
EFMO_InvPla_70,645639.874,4773108.000
EFMO_InvPla_71,645838.062,4773081.000
EFMO_InvPla_72,646036.251,4773054.000
EFMO_InvPla_73,646234.463,4773027.119
EFMO_InvPla_74,646432.594,4773000.250
EFMO_InvPla_75,646630.764,4772973.245
EFMO_InvPla_77,647039.836,4772907.432
